match_id,ist_fall,status,espn_hz,fd_hz,eigentor_h1
SP2-2223-2022-10-09-levante-santander,0,Halbzeit stimmt,0:0,0:0,0
SP2-2223-2022-10-10-eibar-mirandes,0,Halbzeit stimmt,0:0,0:0,0
SP2-2223-2022-10-15-zaragoza-villarreal-b,0,Halbzeit stimmt,1:0,1:0,0
SP2-2223-2022-11-01-las-palmas-burgos,0,Halbzeit stimmt,0:0,0:0,0
SP2-2223-2022-11-02-eibar-lugo,0,Halbzeit stimmt,0:0,0:0,0
SP2-2223-2022-11-05-leganes-ponferradina,0,Halbzeit stimmt,2:1,2:1,0
SP2-2223-2022-11-26-alaves-villarreal-b,0,Halbzeit stimmt,1:0,1:0,0
SP2-2223-2022-12-04-levante-malaga,0,Halbzeit stimmt,0:0,0:0,0
SP2-2223-2022-12-08-levante-ponferradina,0,Halbzeit stimmt,0:0,0:0,0
SP2-2223-2023-01-06-leganes-lugo,0,Halbzeit stimmt,0:0,0:0,0
SP2-2223-2023-01-08-eibar-ibiza,0,Halbzeit stimmt,1:0,1:0,0
SP2-2223-2023-01-08-granada-cartagena,0,Halbzeit stimmt,0:0,0:0,0
SP2-2223-2023-01-14-tenerife-ponferradina,0,Halbzeit stimmt,0:0,0:0,0
SP2-2223-2023-01-15-eibar-malaga,0,Halbzeit stimmt,1:0,1:0,0
SP2-2223-2023-01-20-las-palmas-mirandes,0,Halbzeit stimmt,0:0,0:0,0
SP2-2223-2023-01-21-granada-ibiza,0,Halbzeit stimmt,1:0,1:0,0
SP2-2223-2023-01-28-las-palmas-huesca,0,Halbzeit stimmt,0:0,0:0,0
SP2-2223-2023-01-29-levante-burgos,0,Halbzeit stimmt,1:0,1:0,0
SP2-2223-2023-02-11-las-palmas-lugo,0,Halbzeit stimmt,2:0,2:0,0
SP2-2223-2023-02-11-levante-andorra,0,Halbzeit stimmt,1:0,1:0,0
SP2-2223-2023-02-12-eibar-cartagena,1,Halbzeit stimmt,0:2,0:2,0
SP2-2223-2023-02-19-alaves-ibiza,0,Halbzeit stimmt,3:1,3:1,0
SP2-2223-2023-02-26-las-palmas-ponferradina,0,Halbzeit stimmt,0:0,0:0,0
SP2-2223-2023-02-26-levante-lugo,0,Halbzeit stimmt,2:1,2:1,0
SP2-2223-2023-02-27-granada-malaga,0,Halbzeit stimmt,0:0,0:0,0
SP2-2223-2023-03-11-alaves-lugo,0,Halbzeit stimmt,0:0,0:0,0
SP2-2223-2023-03-11-las-palmas-malaga,0,Halbzeit stimmt,1:1,1:1,0
SP2-2223-2023-03-12-granada-ponferradina,0,Halbzeit stimmt,0:0,0:0,0
SP2-2223-2023-03-18-andorra-ibiza,1,Halbzeit stimmt,0:2,0:2,0
SP2-2223-2023-03-26-las-palmas-sp-gijon,1,Halbzeit stimmt,0:1,0:1,0
SP2-2223-2023-04-15-oviedo-lugo,0,Halbzeit stimmt,1:1,1:1,0
SP2-2223-2023-04-17-levante-mirandes,0,Halbzeit stimmt,0:1,0:1,0
SP2-2223-2023-04-28-santander-ibiza,0,Halbzeit stimmt,1:0,1:0,0
SP2-2223-2023-05-01-sp-gijon-lugo,0,Halbzeit stimmt,2:0,2:0,0
SP2-2223-2023-05-13-granada-lugo,0,Halbzeit stimmt,2:0,2:0,0
SP2-2223-2023-05-14-las-palmas-villarreal-b,0,Halbzeit stimmt,1:0,1:0,0
SP2-2223-2023-05-15-levante-ibiza,0,Halbzeit stimmt,0:0,0:0,0
SP2-2223-2023-05-20-alaves-malaga,0,Halbzeit stimmt,0:0,0:0,0
SP2-2223-2023-05-27-burgos-lugo,0,Halbzeit stimmt,0:1,0:1,0
SP2-2223-2023-05-27-granada-leganes,0,Halbzeit stimmt,1:0,1:0,0
SP2-2223-2023-05-27-levante-oviedo,0,Halbzeit stimmt,0:0,0:0,0
SP2-2223-2023-05-27-malaga-ibiza,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2023-08-19-levante-burgos,0,Halbzeit stimmt,2:1,2:1,0
SP2-2324-2023-08-20-albacete-amorebieta,1,Halbzeit stimmt,1:2,1:2,0
SP2-2324-2023-08-26-elche-villarreal-b,0,Halbzeit stimmt,1:0,1:0,0
SP2-2324-2023-09-03-espanol-amorebieta,0,Halbzeit stimmt,0:2,0:2,0
SP2-2324-2023-09-17-espanol-eldense,1,Halbzeit stimmt,0:2,0:2,0
SP2-2324-2023-10-02-espanol-ferrol,0,Halbzeit stimmt,1:0,1:0,0
SP2-2324-2023-10-03-levante-villarreal-b,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2023-10-08-valladolid-mirandes,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2023-10-15-eibar-huesca,0,Halbzeit stimmt,0:1,0:1,1
SP2-2324-2023-10-20-espanol-leganes,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2023-11-11-sp-gijon-amorebieta,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2023-11-12-tenerife-villarreal-b,1,Halbzeit stimmt,0:1,0:1,0
SP2-2324-2023-11-26-elche-amorebieta,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2023-11-26-espanol-alcorcon,0,Halbzeit stimmt,1:0,1:0,0
SP2-2324-2023-11-27-sp-gijon-eldense,0,Halbzeit stimmt,1:0,1:0,0
SP2-2324-2023-12-08-albacete-villarreal-b,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2023-12-09-valladolid-amorebieta,0,Halbzeit stimmt,0:1,0:1,0
SP2-2324-2023-12-11-tenerife-alcorcon,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2023-12-19-albacete-eldense,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2023-12-19-espanol-burgos,1,Halbzeit stimmt,1:2,1:2,0
SP2-2324-2024-01-13-oviedo-amorebieta,0,Halbzeit stimmt,1:1,1:1,0
SP2-2324-2024-01-20-albacete-alcorcon,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2024-01-20-espanol-villarreal-b,0,Halbzeit stimmt,2:1,2:1,0
SP2-2324-2024-01-26-eibar-mirandes,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2024-03-03-zaragoza-amorebieta,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2024-03-04-elche-alcorcon,0,Halbzeit stimmt,3:0,3:0,0
SP2-2324-2024-03-16-eibar-villarreal-b,0,Halbzeit stimmt,1:0,1:0,0
SP2-2324-2024-03-30-eibar-eldense,0,Halbzeit stimmt,1:0,1:0,0
SP2-2324-2024-03-30-leganes-cartagena,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2024-03-31-oviedo-villarreal-b,0,Halbzeit stimmt,2:1,2:1,0
SP2-2324-2024-04-13-levante-amorebieta,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2024-04-13-sp-gijon-cartagena,0,Halbzeit stimmt,1:0,1:0,0
SP2-2324-2024-04-13-valladolid-eldense,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2024-04-14-oviedo-mirandes,0,Halbzeit stimmt,1:0,1:0,0
SP2-2324-2024-04-20-elche-sp-gijon,0,Halbzeit stimmt,2:0,2:0,0
SP2-2324-2024-04-21-eibar-alcorcon,0,Halbzeit stimmt,1:0,1:0,0
SP2-2324-2024-04-21-espanol-andorra,1,Halbzeit stimmt,0:1,0:1,0
SP2-2324-2024-04-28-levante-cartagena,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2024-04-28-valladolid-huesca,0,Halbzeit stimmt,1:0,1:0,0
SP2-2324-2024-05-05-eibar-amorebieta,0,Halbzeit stimmt,2:0,2:0,0
SP2-2324-2024-05-12-elche-huesca,1,Halbzeit stimmt,0:2,0:2,0
SP2-2324-2024-05-19-eibar-cartagena,0,Halbzeit stimmt,1:0,1:0,0
SP2-2324-2024-05-26-elche-eldense,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2024-05-26-levante-alcorcon,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2024-05-26-oviedo-andorra,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2024-05-26-valladolid-villarreal-b,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2024-06-02-espanol-cartagena,0,Halbzeit stimmt,0:0,0:0,0
SP2-2324-2024-06-02-leganes-elche,0,Halbzeit stimmt,2:0,2:0,0
T1-0607-2006-08-05-fenerbahce-erciyesspor,0,Endstand weicht ab,2:0,2:0,0
T1-0607-2006-08-11-besiktas-gaziantepspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0607-2006-08-13-galatasaray-kayserispor,0,Halbzeit stimmt,1:0,1:0,0
T1-0607-2006-08-13-trabzonspor-manisaspor,0,Endstand weicht ab,0:1,1:1,0
T1-0607-2006-08-19-fenerbahce-rizespor,0,Halbzeit stimmt,1:0,1:0,0
T1-0607-2006-08-25-besiktas-konyaspor,0,Halbzeit stimmt,1:1,1:1,0
T1-0607-2006-08-26-galatasaray-gaziantepspor,0,Halbzeit stimmt,1:1,1:1,0
T1-0607-2006-08-27-trabzonspor-denizlispor,0,Halbzeit stimmt,1:0,1:0,0
T1-0607-2006-09-09-fenerbahce-antalyaspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0607-2006-09-17-trabzonspor-konyaspor,0,Endstand weicht ab,0:0,1:1,0
T1-0607-2006-09-24-besiktas-ankaragucu,0,Halbzeit stimmt,2:0,2:0,0
T1-0607-2006-09-24-manisaspor-rizespor,0,Halbzeit stimmt,1:0,1:0,0
T1-0607-2006-09-30-galatasaray-konyaspor,0,Endstand weicht ab,0:0,1:1,0
T1-0607-2006-10-01-fenerbahce-bursaspor,1,Halbzeit stimmt,0:1,0:1,0
T1-0607-2006-10-14-galatasaray-ankaragucu,0,Halbzeit stimmt,1:1,1:1,0
T1-0607-2006-10-14-trabzonspor-erciyesspor,1,Halbzeit stimmt,0:1,0:1,0
T1-0607-2006-10-15-besiktas-genclerbirligi,0,Halbzeit stimmt,0:0,0:0,0
T1-0607-2006-10-15-manisaspor-antalyaspor,0,Endstand weicht ab,1:1,2:1,0
T1-0607-2006-10-22-fenerbahce-kayserispor,0,Endstand weicht ab,0:0,2:0,0
T1-0607-2006-10-28-galatasaray-genclerbirligi,0,Halbzeit stimmt,0:0,0:0,0
T1-0607-2006-10-29-besiktas-sakaryaspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0607-2006-10-30-trabzonspor-rizespor,0,Halbzeit stimmt,0:0,0:0,0
T1-0607-2006-11-03-fenerbahce-gaziantepspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0607-2006-11-11-besiktas-sivasspor,1,Halbzeit stimmt,0:1,0:1,0
T1-0607-2006-11-12-galatasaray-sakaryaspor,0,Endstand weicht ab,0:0,1:0,0
T1-0607-2006-11-12-trabzonspor-antalyaspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0607-2006-11-24-besiktas-bursaspor,0,Endstand weicht ab,0:0,0:1,0
T1-0607-2006-11-25-galatasaray-sivasspor,0,Endstand weicht ab,2:0,3:0,0
T1-0607-2006-12-09-besiktas-kayserispor,0,Halbzeit stimmt,0:0,0:0,0
T1-0607-2006-12-10-galatasaray-bursaspor,1,Halbzeit stimmt,0:1,0:1,0
T1-0607-2007-01-27-galatasaray-ankaraspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0607-2007-02-02-fenerbahce-genclerbirligi,0,Halbzeit stimmt,1:1,1:1,0
T1-0607-2007-02-10-besiktas-denizlispor,0,Halbzeit stimmt,1:0,1:0,0
T1-0607-2007-02-11-galatasaray-manisaspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0607-2007-02-18-fenerbahce-sakaryaspor,0,Endstand weicht ab,0:0,1:0,0
T1-0607-2007-02-23-galatasaray-denizlispor,0,Halbzeit stimmt,0:0,0:0,0
T1-0607-2007-03-04-fenerbahce-sivasspor,0,Endstand weicht ab,0:1,1:2,0
T1-0607-2007-03-10-fenerbahce-konyaspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0607-2007-03-17-manisaspor-sakaryaspor,0,Endstand weicht ab,0:0,None:None,0
T1-0607-2007-03-17-trabzonspor-ankaragucu,1,Halbzeit stimmt,0:1,0:1,0
T1-0607-2007-03-18-besiktas-erciyesspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0607-2007-04-01-fenerbahce-ankaraspor,0,Endstand weicht ab,1:0,1:1,0
T1-0607-2007-04-06-galatasaray-erciyesspor,1,Halbzeit stimmt,0:1,0:1,0
T1-0607-2007-04-08-besiktas-rizespor,0,Halbzeit stimmt,1:0,1:0,0
T1-0607-2007-04-08-denizlispor-sakaryaspor,0,Endstand weicht ab,0:0,0:0,0
T1-0607-2007-04-15-fenerbahce-manisaspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0607-2007-04-21-besiktas-antalyaspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0607-2007-04-22-galatasaray-rizespor,0,Endstand weicht ab,1:0,1:1,0
T1-0607-2007-04-22-trabzonspor-sakaryaspor,0,Endstand weicht ab,1:0,4:0,0
T1-0607-2007-04-29-fenerbahce-denizlispor,0,Halbzeit stimmt,1:0,1:0,0
T1-0607-2007-05-05-ankaragucu-sakaryaspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0607-2007-05-06-galatasaray-antalyaspor,1,Halbzeit stimmt,0:1,0:1,0
T1-0607-2007-05-13-fenerbahce-trabzonspor,0,Endstand weicht ab,1:1,1:2,0
T1-0607-2007-05-19-besiktas-ankaraspor,0,Endstand weicht ab,0:0,1:0,0
T1-0607-2007-05-19-genclerbirligi-sakaryaspor,0,Endstand weicht ab,0:0,0:0,0
T1-0607-2007-05-20-rizespor-konyaspor,0,Endstand weicht ab,0:0,1:0,0
T1-0607-2007-05-20-trabzonspor-bursaspor,0,Endstand weicht ab,0:0,2:0,0
T1-0607-2007-05-26-antalyaspor-genclerbirligi,0,Endstand weicht ab,0:0,0:0,0
T1-0607-2007-05-26-fenerbahce-ankaragucu,0,Endstand weicht ab,0:0,0:1,0
T1-0708-2007-08-11-besiktas-konyaspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0708-2007-08-12-galatasaray-rizespor,0,Halbzeit stimmt,1:0,1:0,0
T1-0708-2007-08-12-genclerbirligi-oftasspor,0,Halbzeit stimmt,1:2,1:2,0
T1-0708-2007-08-12-trabzonspor-sivasspor,0,Endstand weicht ab,0:0,None:None,0
T1-0708-2007-08-18-fenerbahce-gaziantepspor,0,Halbzeit stimmt,2:1,2:1,0
T1-0708-2007-08-25-fenerbahce-sivasspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0708-2007-08-26-galatasaray-ankaragucu,0,Halbzeit stimmt,1:0,1:0,0
T1-0708-2007-08-26-kayserispor-kasimpasa,0,Halbzeit stimmt,0:0,0:0,0
T1-0708-2007-08-26-trabzonspor-rizespor,0,Halbzeit stimmt,2:0,2:0,0
T1-0708-2007-09-01-besiktas-kayserispor,0,Halbzeit stimmt,0:0,0:0,0
T1-0708-2007-09-15-denizlispor-kasimpasa,1,Halbzeit stimmt,0:1,0:1,0
T1-0708-2007-09-15-fenerbahce-rizespor,1,Halbzeit stimmt,1:1,1:1,0
T1-0708-2007-09-15-sivasspor-oftasspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0708-2007-09-16-galatasaray-konyaspor,0,Halbzeit stimmt,3:0,3:0,0
T1-0708-2007-09-16-trabzonspor-ankaragucu,0,Halbzeit stimmt,0:0,0:0,0
T1-0708-2007-09-22-besiktas-denizlispor,1,Halbzeit stimmt,2:2,2:2,0
T1-0708-2007-09-22-kayserispor-ankaraspor,0,Halbzeit stimmt,2:0,2:0,0
T1-0708-2007-09-28-fenerbahce-ankaragucu,0,Halbzeit stimmt,1:0,1:0,0
T1-0708-2007-09-30-trabzonspor-konyaspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0708-2007-10-07-besiktas-genclerbirligi,0,Halbzeit stimmt,1:0,1:0,0
T1-0708-2007-10-20-fenerbahce-konyaspor,1,Halbzeit stimmt,3:1,3:1,0
T1-0708-2007-10-21-galatasaray-ankaraspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0708-2007-10-28-besiktas-buyuksehyr,0,Halbzeit stimmt,0:0,0:0,0
T1-0708-2007-11-04-sivasspor-kasimpasa,0,Halbzeit stimmt,3:0,3:0,0
T1-0708-2007-11-11-galatasaray-genclerbirligi,1,Halbzeit stimmt,2:1,2:1,0
T1-0708-2007-11-24-fenerbahce-ankaraspor,0,Halbzeit stimmt,2:0,2:0,0
T1-0708-2007-12-02-besiktas-rizespor,0,Halbzeit stimmt,0:0,0:0,0
T1-0708-2007-12-02-galatasaray-buyuksehyr,1,Halbzeit stimmt,0:2,0:2,0
T1-0708-2007-12-08-ankaragucu-kasimpasa,1,Halbzeit stimmt,0:2,0:2,0
T1-0708-2007-12-14-galatasaray-sivasspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0708-2007-12-15-trabzonspor-buyuksehyr,0,Halbzeit stimmt,0:0,0:0,0
T1-0708-2007-12-16-besiktas-ankaragucu,0,Halbzeit stimmt,2:0,2:0,0
T1-0708-2007-12-22-fenerbahce-trabzonspor,0,Halbzeit stimmt,3:2,3:2,0
T1-0708-2007-12-22-konyaspor-kasimpasa,0,Halbzeit stimmt,2:1,2:1,0
T1-0708-2008-01-13-fenerbahce-buyuksehyr,0,Halbzeit stimmt,0:0,0:0,0
T1-0708-2008-01-19-besiktas-kasimpasa,1,Halbzeit stimmt,2:2,2:2,0
T1-0708-2008-01-19-trabzonspor-oftasspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0708-2008-01-20-galatasaray-bursaspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0708-2008-01-26-besiktas-gaziantepspor,1,Halbzeit stimmt,1:1,1:1,0
T1-0708-2008-02-09-ankaraspor-kasimpasa,0,Endstand weicht ab,0:0,0:0,0
T1-0708-2008-02-09-galatasaray-manisaspor,0,Halbzeit stimmt,3:0,3:0,0
T1-0708-2008-02-10-fenerbahce-oftasspor,0,Halbzeit stimmt,2:0,2:0,0
T1-0708-2008-02-16-besiktas-ankaraspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0708-2008-02-17-kayserispor-gaziantepspor,1,Halbzeit stimmt,1:1,1:1,0
T1-0708-2008-02-23-fenerbahce-bursaspor,1,Halbzeit stimmt,0:1,0:1,0
T1-0708-2008-02-24-galatasaray-kasimpasa,0,Halbzeit weicht ab,0:0,0:1,0
T1-0708-2008-02-24-sivasspor-rizespor,0,Halbzeit stimmt,0:0,0:0,0
T1-0708-2008-02-24-trabzonspor-manisaspor,0,Halbzeit stimmt,0:2,0:2,0
T1-0708-2008-03-02-kayserispor-denizlispor,0,Halbzeit stimmt,0:0,0:0,0
T1-0708-2008-03-08-galatasaray-kayserispor,0,Halbzeit stimmt,2:0,2:0,0
T1-0708-2008-03-09-fenerbahce-manisaspor,0,Halbzeit stimmt,3:0,3:0,0
T1-0708-2008-03-09-sivasspor-ankaragucu,0,Halbzeit stimmt,2:1,2:1,0
T1-0708-2008-03-09-trabzonspor-kasimpasa,0,Halbzeit weicht ab,1:0,2:0,0
T1-0708-2008-03-15-kayserispor-genclerbirligi,0,Halbzeit stimmt,2:0,2:0,0
T1-0708-2008-03-16-besiktas-trabzonspor,0,Halbzeit weicht ab,1:0,2:0,0
T1-0708-2008-03-21-fenerbahce-kasimpasa,0,Halbzeit stimmt,0:0,0:0,0
T1-0708-2008-03-23-galatasaray-denizlispor,1,Halbzeit stimmt,1:1,1:1,0
T1-0708-2008-03-23-sivasspor-konyaspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0708-2008-03-30-galatasaray-gaziantepspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0708-2008-03-30-kayserispor-buyuksehyr,0,Halbzeit stimmt,1:0,1:0,0
T1-0708-2008-04-04-trabzonspor-denizlispor,0,Halbzeit stimmt,1:0,1:0,0
T1-0708-2008-04-05-fenerbahce-kayserispor,1,Halbzeit stimmt,0:1,0:1,0
T1-0708-2008-04-05-oftasspor-kasimpasa,1,Halbzeit stimmt,0:1,0:1,0
T1-0708-2008-04-11-besiktas-oftasspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0708-2008-04-12-galatasaray-trabzonspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0708-2008-04-19-bursaspor-kasimpasa,0,Halbzeit stimmt,1:0,1:0,0
T1-0708-2008-04-19-fenerbahce-denizlispor,0,Halbzeit stimmt,1:0,1:0,0
T1-0708-2008-04-19-sivasspor-ankaraspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0708-2008-04-26-besiktas-bursaspor,0,Halbzeit stimmt,2:0,2:0,0
T1-0708-2008-04-26-genclerbirligi-buyuksehyr,0,Halbzeit stimmt,2:0,2:0,0
T1-0708-2008-05-04-fenerbahce-genclerbirligi,1,Halbzeit weicht ab,0:1,1:1,0
T1-0708-2008-05-04-manisaspor-kasimpasa,1,Halbzeit stimmt,0:2,0:2,0
T1-0708-2008-05-10-besiktas-manisaspor,0,Halbzeit stimmt,4:0,4:0,0
T1-0708-2008-05-10-denizlispor-rizespor,0,Halbzeit stimmt,1:1,1:1,0
T1-0708-2008-05-10-galatasaray-oftasspor,0,Halbzeit weicht ab,1:0,2:0,0
T1-0708-2008-05-10-kayserispor-ankaragucu,1,Halbzeit stimmt,0:2,0:2,0
T1-0809-2008-08-23-galatasaray-denizlispor,0,Halbzeit weicht ab,1:0,1:1,0
T1-0809-2008-08-24-trabzonspor-ankaraspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0809-2008-08-30-fenerbahce-buyuksehyr,0,Halbzeit stimmt,0:0,0:0,0
T1-0809-2008-09-01-besiktas-konyaspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0809-2008-09-13-galatasaray-antalyaspor,0,Halbzeit stimmt,1:1,1:1,0
T1-0809-2008-09-13-kayserispor-kocaelispor,0,Halbzeit stimmt,0:0,0:0,0
T1-0809-2008-09-14-sivasspor-bursaspor,0,Halbzeit stimmt,3:1,3:1,0
T1-0809-2008-09-20-fenerbahce-genclerbirligi,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2008-09-21-besiktas-gaziantepspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2008-09-27-trabzonspor-antalyaspor,1,Halbzeit stimmt,1:1,1:1,0
T1-0809-2008-09-28-galatasaray-konyaspor,0,Halbzeit stimmt,1:1,1:1,0
T1-0809-2008-09-28-kayserispor-eskisehirspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2008-10-05-fenerbahce-kayserispor,1,Halbzeit stimmt,0:2,0:2,0
T1-0809-2008-10-06-besiktas-hacettepespor,0,Halbzeit stimmt,1:1,1:1,0
T1-0809-2008-10-18-bursaspor-eskisehirspor,1,Halbzeit weicht ab,0:1,0:2,0
T1-0809-2008-10-19-sivasspor-ankaragucu,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2008-10-24-besiktas-sivasspor,1,Halbzeit stimmt,1:1,1:1,0
T1-0809-2008-10-25-ankaraspor-kocaelispor,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2008-10-25-fenerbahce-bursaspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2008-11-02-galatasaray-gaziantepspor,0,Halbzeit stimmt,2:1,2:1,0
T1-0809-2008-11-02-sivasspor-denizlispor,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2008-11-07-besiktas-kocaelispor,1,Halbzeit stimmt,2:2,2:2,0
T1-0809-2008-11-08-trabzonspor-hacettepespor,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2008-11-15-fenerbahce-ankaraspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2008-11-16-galatasaray-buyuksehyr,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2008-11-16-kayserispor-antalyaspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0809-2008-11-16-sivasspor-konyaspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2008-11-23-besiktas-eskisehirspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2008-11-30-galatasaray-hacettepespor,1,Halbzeit weicht ab,0:1,1:1,0
T1-0809-2008-12-06-besiktas-ankaraspor,1,Halbzeit stimmt,1:1,1:1,0
T1-0809-2008-12-07-trabzonspor-kocaelispor,1,Halbzeit stimmt,1:1,1:1,0
T1-0809-2008-12-13-besiktas-ankaragucu,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2008-12-13-sivasspor-hacettepespor,0,Halbzeit stimmt,1:1,1:1,0
T1-0809-2008-12-14-fenerbahce-antalyaspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2008-12-20-trabzonspor-eskisehirspor,1,Halbzeit stimmt,1:1,1:1,0
T1-0809-2009-01-23-ankaraspor-konyaspor,0,Halbzeit stimmt,2:0,2:0,0
T1-0809-2009-01-24-besiktas-denizlispor,0,Halbzeit stimmt,1:0,1:0,1
T1-0809-2009-01-24-kayserispor-genclerbirligi,1,Halbzeit stimmt,0:1,0:1,0
T1-0809-2009-02-01-besiktas-antalyaspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2009-02-01-bursaspor-hacettepespor,0,Halbzeit stimmt,0:0,0:0,0
T1-0809-2009-02-01-fenerbahce-gaziantepspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0809-2009-02-06-trabzonspor-ankaragucu,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2009-02-07-galatasaray-kayserispor,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2009-02-07-sivasspor-kocaelispor,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2009-02-14-fenerbahce-hacettepespor,0,Halbzeit weicht ab,4:0,5:0,0
T1-0809-2009-02-15-ankaraspor-buyuksehyr,1,Halbzeit stimmt,0:2,0:2,0
T1-0809-2009-02-21-trabzonspor-denizlispor,1,Halbzeit stimmt,0:1,0:1,0
T1-0809-2009-02-22-galatasaray-kocaelispor,0,Halbzeit stimmt,1:2,1:2,0
T1-0809-2009-02-22-sivasspor-eskisehirspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2009-02-27-besiktas-buyuksehyr,0,Halbzeit stimmt,0:0,0:0,0
T1-0809-2009-03-01-bursaspor-kocaelispor,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2009-03-06-galatasaray-bursaspor,0,Halbzeit stimmt,2:0,2:0,1
T1-0809-2009-03-07-trabzonspor-konyaspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0809-2009-03-08-sivasspor-ankaraspor,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2009-03-13-fenerbahce-kocaelispor,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2009-03-14-besiktas-genclerbirligi,0,Halbzeit stimmt,0:0,0:0,0
T1-0809-2009-03-15-denizlispor-hacettepespor,0,Halbzeit stimmt,0:0,0:0,0
T1-0809-2009-03-22-galatasaray-eskisehirspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0809-2009-04-04-besiktas-kayserispor,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2009-04-04-konyaspor-hacettepespor,0,Halbzeit stimmt,2:0,2:0,0
T1-0809-2009-04-05-fenerbahce-eskisehirspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0809-2009-04-05-trabzonspor-buyuksehyr,0,Halbzeit stimmt,0:0,0:0,0
T1-0809-2009-04-11-sivasspor-antalyaspor,0,Halbzeit stimmt,0:0,0:0,0
T1-0809-2009-04-17-trabzonspor-genclerbirligi,0,Halbzeit stimmt,1:0,1:0,0
T1-0809-2009-04-19-besiktas-bursaspor,0,Halbzeit stimmt,0:0,0:0,0
