datum,liga,liga_code,saison,team,gegner,vorquote_fair,torniveau_liga_saison,minute_gegentor,modell_p_sieg,modell_faire_quote,lohnt_ab_quote,live_quote_notiert,einsatz,notiert_am,bemerkung,endstand,ergebnis,treffer
2014-12-06,La Liga,SP1,1415,ath bilbao,cordoba,1.4667,2.655,23,0.4428,2.26,2.38,,,,,0:1,niederlage,0
2014-12-07,Serie A,I1,1415,atalanta,cesena,1.6992,2.695,31,0.2969,3.37,3.55,,,,,3:2,sieg,1
2014-12-07,Serie A,I1,1415,napoli,empoli,1.399,2.695,19,0.5078,1.97,2.07,,,,,2:2,unentschieden,0
2014-12-07,La Liga,SP1,1415,barcelona,espanol,1.1427,2.655,13,0.7994,1.25,1.32,,,,,5:1,sieg,1
2014-12-12,Eredivisie,N1,1415,heracles,dordrecht,1.3886,3.078,3,0.5865,1.71,1.8,,,,,1:1,unentschieden,0
2014-12-13,Eredivisie,N1,1415,den haag,excelsior,1.729,3.078,13,0.3565,2.81,2.95,,,,,2:2,unentschieden,0
2014-12-13,Scottish Premiership,SC0,1415,inverness c,partick,1.7209,2.575,12,0.3637,2.75,2.9,,,,,0:4,niederlage,0
2014-12-14,Eredivisie,N1,1415,feyenoord,az alkmaar,1.4947,3.078,25,0.4167,2.4,2.53,,,,,2:2,unentschieden,0
2014-12-19,La Liga,SP1,1415,celta,almeria,1.5415,2.655,17,0.4249,2.35,2.48,,,,,0:1,niederlage,0
2014-12-20,Bundesliga,D1,1415,wolfsburg,koln,1.5714,2.755,11,0.4353,2.3,2.42,,,,,2:1,sieg,1
2014-12-20,Eredivisie,N1,1415,az alkmaar,utrecht,1.6766,3.078,12,0.3816,2.62,2.76,,,,,0:3,niederlage,0
2015-01-11,Primeira Liga,P1,1415,nacional,boavista,1.72,2.493,3,0.4021,2.49,2.62,,,,,2:1,sieg,1
2015-01-11,La Liga,SP1,1415,ath bilbao,elche,1.6066,2.655,17,0.3918,2.55,2.69,,,,,1:2,niederlage,0
2015-01-18,Ligue 1,F1,1415,paris sg,evian thonon gaillard,1.238,2.492,14,0.6783,1.47,1.55,,,,,4:2,sieg,1
2015-01-18,Serie A,I1,1415,milan,atalanta,1.6011,2.695,33,0.3285,3.04,3.21,,,,,0:1,niederlage,0
2015-01-24,Primeira Liga,P1,1415,guimaraes,gil vicente,1.5893,2.493,27,0.3581,2.79,2.94,,,,,2:2,unentschieden,0
2015-01-25,Serie A,I1,1415,parma,cesena,1.6992,2.695,21,0.3355,2.98,3.14,,,,,1:2,niederlage,0
2015-01-31,Eredivisie,N1,1415,psv eindhoven,willem ii,1.2451,3.078,30,0.6045,1.65,1.74,,,,,2:1,sieg,1
2015-01-31,La Liga,SP1,1415,real madrid,sociedad,1.238,2.655,1,0.7268,1.38,1.45,,,,,4:1,sieg,1
2015-02-01,La Liga,SP1,1415,barcelona,villarreal,1.2637,2.655,30,0.5831,1.71,1.81,,,,,3:2,sieg,1
2015-02-01,La Liga,SP1,1415,sevilla,espanol,1.6963,2.655,15,0.361,2.77,2.92,,,,,3:2,sieg,1
2015-02-04,Bundesliga,D1,1415,hoffenheim,werder bremen,1.7492,2.755,8,0.3695,2.71,2.85,,,,,1:2,niederlage,0
2015-02-07,Eredivisie,N1,1415,twente,excelsior,1.4196,3.078,21,0.4836,2.07,2.18,,,,,1:3,niederlage,0
2015-02-08,Serie A,I1,1415,fiorentina,atalanta,1.5714,2.695,9,0.4441,2.25,2.37,,,,,3:2,sieg,1
2015-02-09,Serie A,I1,1415,lazio,genoa,1.6542,2.695,29,0.3217,3.11,3.27,,,,,0:1,niederlage,0
2015-02-13,Bundesliga,D1,1415,dortmund,mainz,1.3933,2.755,1,0.5916,1.69,1.78,,,,,4:2,sieg,1
2015-02-13,Ligue 1,F1,1415,marseille,reims,1.406,2.492,6,0.5604,1.78,1.88,,,,,2:2,unentschieden,0
2015-02-14,Eredivisie,N1,1415,den haag,nac breda,1.7485,3.078,10,0.3615,2.77,2.91,,,,,3:2,sieg,1
2015-02-15,Eredivisie,N1,1415,zwolle,go ahead eagles,1.6375,3.078,24,0.3486,2.87,3.02,,,,,0:1,niederlage,0
2015-02-20,Serie A,I1,1415,juventus,atalanta,1.2287,2.695,25,0.6451,1.55,1.63,,,,,2:1,sieg,1
2015-02-21,Primeira Liga,P1,1415,sp braga,nacional,1.6993,2.493,22,0.3315,3.02,3.18,,,,,3:1,sieg,1
2015-02-21,La Liga,SP1,1415,barcelona,malaga,1.1639,2.655,7,0.7896,1.27,1.33,,,,,0:1,niederlage,0
2015-02-22,Serie A,I1,1415,lazio,palermo,1.6877,2.695,26,0.3202,3.12,3.29,,,,,2:1,sieg,1
2015-02-22,Eredivisie,N1,1415,feyenoord,excelsior,1.28,3.078,7,0.6625,1.51,1.59,,,,,3:2,sieg,1
2015-02-28,Eredivisie,N1,1415,vitesse,zwolle,1.5964,3.078,4,0.4534,2.21,2.32,,,,,2:1,sieg,1
2015-02-28,La Liga,SP1,1415,vallecano,levante,1.749,2.655,13,0.349,2.87,3.02,,,,,4:2,sieg,1
2015-03-01,Eredivisie,N1,1415,psv eindhoven,ajax,1.6315,3.078,30,0.3271,3.06,3.22,,,,,1:3,niederlage,0
2015-03-07,Serie A,I1,1415,milan,verona,1.626,2.695,18,0.3785,2.64,2.78,,,,,2:2,unentschieden,0
2015-03-15,Serie A,I1,1415,inter,cesena,1.4295,2.695,30,0.4367,2.29,2.41,,,,,1:1,unentschieden,0
2015-03-20,Eredivisie,N1,1415,utrecht,nac breda,1.5989,3.078,32,0.3334,3.0,3.16,,,,,3:4,niederlage,0
2015-03-21,Ligue 1,F1,1415,lyon,nice,1.6011,2.492,23,0.3691,2.71,2.85,,,,,1:2,niederlage,0
2015-03-21,Primeira Liga,P1,1415,estoril,penafiel,1.6911,2.493,15,0.3631,2.75,2.9,,,,,3:3,unentschieden,0
2015-03-22,Bundesliga,D1,1415,bayern munich,m gladbach,1.2248,2.755,30,0.6292,1.59,1.67,,,,,0:2,niederlage,0
2015-03-22,La Liga,SP1,1415,sociedad,cordoba,1.702,2.655,12,0.3712,2.69,2.84,,,,,3:1,sieg,1
2015-04-04,Eredivisie,N1,1415,vitesse,groningen,1.4196,3.078,13,0.5194,1.93,2.03,,,,,1:1,unentschieden,0
2015-04-09,La Liga,SP1,1415,villarreal,espanol,1.652,2.655,24,0.3424,2.92,3.07,,,,,0:3,niederlage,0
2015-04-19,Serie A,I1,1415,empoli,parma,1.638,2.695,19,0.3689,2.71,2.85,,,,,2:2,unentschieden,0
2015-04-24,Ligue 1,F1,1415,marseille,lorient,1.4344,2.492,9,0.5268,1.9,2.0,,,,,3:5,niederlage,0
2015-04-24,Primeira Liga,P1,1415,sp braga,belenenses,1.4889,2.493,15,0.4643,2.15,2.27,,,,,1:1,unentschieden,0
2015-04-25,Ligue 1,F1,1415,bordeaux,metz,1.702,2.492,24,0.3226,3.1,3.26,,,,,1:1,unentschieden,0
2015-04-26,Griechenland Super League,G1,1415,paok,giannina,1.4281,2.445,12,0.5178,1.93,2.03,,,,,1:1,unentschieden,0
2015-04-26,Serie A,I1,1415,fiorentina,cagliari,1.4952,2.695,7,0.4961,2.02,2.12,,,,,1:3,niederlage,0
2015-04-26,Serie A,I1,1415,napoli,sampdoria,1.5714,2.695,12,0.4309,2.32,2.44,,,,,4:2,sieg,1
2015-04-29,Serie A,I1,1415,juventus,fiorentina,1.749,2.695,33,0.2726,3.67,3.86,,,,,3:2,sieg,1
2015-05-03,Ligue 1,F1,1415,lille,lens,1.6066,2.492,24,0.3624,2.76,2.91,,,,,3:1,sieg,1
2015-05-03,La Liga,SP1,1415,malaga,elche,1.6963,2.655,29,0.3055,3.27,3.45,,,,,1:2,niederlage,0
2015-05-09,Ligue 1,F1,1415,bordeaux,nantes,1.6604,2.492,15,0.3759,2.66,2.8,,,,,2:1,sieg,1
2015-05-09,La Liga,SP1,1415,real madrid,valencia,1.4697,2.655,19,0.4586,2.18,2.3,,,,,2:2,unentschieden,0
2015-05-12,Süper Lig,T1,1415,buyuksehyr,sivasspor,1.6458,2.853,17,0.3739,2.67,2.82,,,,,2:1,sieg,1
2015-05-16,Ligue 1,F1,1415,nice,lens,1.6963,2.492,14,0.3651,2.74,2.88,,,,,2:1,sieg,1
2015-05-17,Serie A,I1,1415,roma,udinese,1.3664,2.695,19,0.5335,1.87,1.97,,,,,2:1,sieg,1
2015-05-17,La Liga,SP1,1415,sevilla,almeria,1.3125,2.655,30,0.5325,1.88,1.98,,,,,2:1,sieg,1
2015-05-17,La Liga,SP1,1415,valencia,celta,1.6943,2.655,8,0.3912,2.56,2.69,,,,,1:1,unentschieden,0
2015-05-18,Serie A,I1,1415,napoli,cesena,1.238,2.695,15,0.6744,1.48,1.56,,,,,3:2,sieg,1
2015-05-23,La Liga,SP1,1415,celta,espanol,1.7829,2.655,23,0.2982,3.35,3.53,,,,,3:2,sieg,1
2015-05-23,Süper Lig,T1,1415,trabzonspor,balikesirspor,1.4225,2.853,28,0.4504,2.22,2.34,,,,,3:2,sieg,1
2015-05-24,Premier League,E0,1415,Chelsea,Sunderland,1.4022,2.566,26,0.4741,2.11,2.22,,,,,3:1,sieg,1
2015-08-01,Scottish Premiership,SC0,1516,inverness c,motherwell,1.7735,2.851,4,0.3772,2.65,2.79,,,,,0:1,niederlage,0
2015-08-08,Premier League,E0,1516,Everton,watford,1.745,2.7,13,0.3505,2.85,3.0,,,,,2:2,unentschieden,0
2015-08-08,Ligue 1,F1,1516,marseille,caen,1.6542,2.526,27,0.3296,3.03,3.2,,,,,0:1,niederlage,0
2015-08-15,Bundesliga,D1,1516,leverkusen,hoffenheim,1.5772,2.83,5,0.4588,2.18,2.3,,,,,2:1,sieg,1
2015-08-15,Eredivisie,N1,1516,twente,den haag,1.729,2.98,12,0.3606,2.77,2.92,,,,,1:4,niederlage,0
2015-08-22,Bundesliga,D1,1516,schalke 04,darmstadt,1.512,2.83,9,0.4771,2.1,2.21,,,,,1:1,unentschieden,0
2015-08-22,Ligue 1,F1,1516,lyon,rennes,1.643,2.526,7,0.4179,2.39,2.52,,,,,1:2,niederlage,0
2015-08-24,Süper Lig,T1,1516,galatasaray,osmanlispor,1.4978,2.703,30,0.3934,2.54,2.68,,,,,1:2,niederlage,0
2015-08-28,La Liga,SP1,1516,villarreal,espanol,1.6547,2.745,5,0.4213,2.37,2.5,,,,,3:1,sieg,1
2015-08-29,Belgien Pro League,B1,1516,gent,mechelen,1.5947,2.892,7,0.441,2.27,2.39,,,,,2:2,unentschieden,0
2015-08-29,Premier League,E0,1516,Liverpool,West Ham,1.3984,2.7,3,0.5791,1.73,1.82,,,,,0:3,niederlage,0
2015-08-29,Primeira Liga,P1,1516,benfica,moreirense,1.28,2.716,29,0.5698,1.76,1.85,,,,,3:2,sieg,1
2015-08-29,Scottish Premiership,SC0,1516,celtic,st johnstone,1.2451,2.851,11,0.6822,1.47,1.54,,,,,3:1,sieg,1
2015-08-30,Griechenland Super League,G1,1516,asteras tripolis,panetolikos,1.6266,2.263,34,0.3136,3.19,3.36,,,,,0:2,niederlage,0
2015-09-11,Bundesliga,D1,1516,m gladbach,hamburg,1.7515,2.83,11,0.3562,2.81,2.96,,,,,0:3,niederlage,0
2015-09-12,Bundesliga,D1,1516,leverkusen,darmstadt,1.3045,2.83,8,0.6353,1.57,1.66,,,,,0:1,niederlage,0
2015-09-12,Serie A,I1,1516,juventus,chievo,1.4667,2.576,5,0.523,1.91,2.01,,,,,1:1,unentschieden,0
2015-09-19,Belgien Pro League,B1,1516,lokeren,mouscron peruwelz,1.5966,2.892,5,0.4489,2.23,2.35,,,,,1:2,niederlage,0
2015-09-19,Premier League,E0,1516,Manchester City,West Ham,1.3157,2.7,6,0.6335,1.58,1.66,,,,,1:2,niederlage,0
2015-09-20,Ligue 1,F1,1516,monaco,lorient,1.7813,2.526,12,0.3415,2.93,3.08,,,,,2:3,niederlage,0
2015-09-20,Serie A,I1,1516,roma,sassuolo,1.4758,2.576,22,0.4414,2.27,2.39,,,,,2:2,unentschieden,0
2015-09-22,Bundesliga,D1,1516,bayern munich,wolfsburg,1.3125,2.83,26,0.5503,1.82,1.91,,,,,5:1,sieg,1
2015-09-25,Belgien Pro League,B1,1516,waregem,westerlo,1.5349,2.892,22,0.4068,2.46,2.59,,,,,4:2,sieg,1
2015-09-26,Belgien Pro League,B1,1516,standard,oud heverlee leuven,1.6729,2.892,3,0.4219,2.37,2.5,,,,,2:2,unentschieden,0
2015-09-26,Eredivisie,N1,1516,utrecht,cambuur,1.5964,2.98,26,0.3588,2.79,2.93,,,,,3:3,unentschieden,0
2015-09-26,Süper Lig,T1,1516,galatasaray,gaziantepspor,1.5415,2.703,9,0.4602,2.17,2.29,,,,,2:1,sieg,1
2015-09-27,Bundesliga,D1,1516,dortmund,darmstadt,1.2012,2.83,17,0.71,1.41,1.48,,,,,2:2,unentschieden,0
2015-10-03,Premier League,E0,1516,Manchester City,Newcastle,1.2747,2.7,18,0.6227,1.61,1.69,,,,,6:1,sieg,1
2015-10-03,Scottish Premiership,SC0,1516,aberdeen,st johnstone,1.678,2.851,5,0.411,2.43,2.56,,,,,1:5,niederlage,0
2015-10-04,Bundesliga,D1,1516,leverkusen,augsburg,1.4697,2.83,12,0.4898,2.04,2.15,,,,,1:1,unentschieden,0
2015-10-04,Ligue 1,F1,1516,paris sg,marseille,1.399,2.526,30,0.4587,2.18,2.3,,,,,2:1,sieg,1
2015-10-04,Serie A,I1,1516,juventus,bologna,1.2796,2.576,5,0.6708,1.49,1.57,,,,,3:1,sieg,1
2015-10-17,Belgien Pro League,B1,1516,standard,westerlo,1.4861,2.892,9,0.4928,2.03,2.14,,,,,1:2,niederlage,0
2015-10-17,La Liga,SP1,1516,barcelona,vallecano,1.2027,2.745,15,0.7155,1.4,1.47,,,,,5:2,sieg,1
2015-10-23,Belgien Pro League,B1,1516,genk,mouscron peruwelz,1.5415,2.892,22,0.4032,2.48,2.61,,,,,0:4,niederlage,0
2015-10-25,La Liga,SP1,1516,barcelona,eibar,1.1694,2.745,10,0.7736,1.29,1.36,,,,,3:1,sieg,1
2015-10-28,Süper Lig,T1,1516,trabzonspor,gaziantepspor,1.5964,2.703,31,0.3385,2.95,3.11,,,,,2:2,unentschieden,0
2015-11-07,Bundesliga,D1,1516,leverkusen,koln,1.5772,2.83,17,0.4062,2.46,2.59,,,,,1:2,niederlage,0
2015-11-07,Scottish Premiership,SC0,1516,st johnstone,kilmarnock,1.7543,2.851,2,0.3929,2.55,2.68,,,,,2:1,sieg,1
2015-11-08,Belgien Pro League,B1,1516,gent,charleroi,1.5964,2.892,23,0.3713,2.69,2.84,,,,,1:3,niederlage,0
2015-11-08,Premier League,E0,1516,Arsenal,Tottenham,1.7785,2.7,32,0.267,3.75,3.94,,,,,1:1,unentschieden,0
2015-11-08,Premier League,E0,1516,Liverpool,Crystal Palace,1.7178,2.7,21,0.3285,3.04,3.21,,,,,1:2,niederlage,0
2015-11-08,Ligue 1,F1,1516,marseille,nice,1.7515,2.526,16,0.336,2.98,3.13,,,,,0:1,niederlage,0
2015-11-21,Premier League,E0,1516,Manchester City,Liverpool,1.7341,2.7,7,0.3795,2.64,2.78,,,,,1:4,niederlage,0
2015-11-21,Premier League,E0,1516,Southampton,stoke,1.6168,2.7,10,0.4171,2.4,2.52,,,,,0:1,niederlage,0
2015-11-22,Serie A,I1,1516,fiorentina,empoli,1.5714,2.576,18,0.4048,2.47,2.6,,,,,2:2,unentschieden,0
2015-11-22,Serie A,I1,1516,lazio,palermo,1.5282,2.576,21,0.4148,2.41,2.54,,,,,1:1,unentschieden,0
2015-11-22,La Liga,SP1,1516,villarreal,eibar,1.6011,2.745,27,0.3526,2.84,2.99,,,,,1:1,unentschieden,0
2015-11-27,Ligue 1,F1,1516,lyon,montpellier,1.6547,2.526,8,0.4082,2.45,2.58,,,,,2:4,niederlage,0
2015-11-28,Premier League,E0,1516,Crystal Palace,Newcastle,1.745,2.7,10,0.3628,2.76,2.9,,,,,5:1,sieg,1
2015-11-29,Belgien Pro League,B1,1516,anderlecht,oud heverlee leuven,1.3333,2.892,2,0.6348,1.58,1.66,,,,,3:2,sieg,1
2015-11-29,Süper Lig,T1,1516,besiktas,akhisar belediyespor,1.4533,2.703,4,0.5362,1.86,1.96,,,,,0:2,niederlage,0
2015-12-04,Belgien Pro League,B1,1516,gent,waregem,1.5432,2.892,22,0.4023,2.49,2.62,,,,,2:2,unentschieden,0
2015-12-05,Ligue 1,F1,1516,lyon,angers,1.612,2.526,17,0.3892,2.57,2.71,,,,,0:2,niederlage,0
2015-12-05,Primeira Liga,P1,1516,porto,pacos ferreira,1.2602,2.716,8,0.6782,1.47,1.55,,,,,2:1,sieg,1
2015-12-06,Ligue 1,F1,1516,marseille,montpellier,1.74,2.526,32,0.2791,3.58,3.77,,,,,2:2,unentschieden,0
2015-12-12,Bundesliga,D1,1516,wolfsburg,hamburg,1.6469,2.83,21,0.3568,2.8,2.95,,,,,1:1,unentschieden,0
2015-12-13,Bundesliga,D1,1516,dortmund,ein frankfurt,1.2242,2.83,6,0.7234,1.38,1.46,,,,,4:1,sieg,1
2015-12-13,Ligue 1,F1,1516,marseille,ajaccio gfco,1.4697,2.526,19,0.4586,2.18,2.3,,,,,1:1,unentschieden,0
2015-12-13,Serie A,I1,1516,juventus,fiorentina,1.749,2.576,3,0.3906,2.56,2.7,,,,,3:1,sieg,1
2015-12-13,La Liga,SP1,1516,ath madrid,ath bilbao,1.643,2.745,27,0.3342,2.99,3.15,,,,,2:1,sieg,1
2015-12-19,La Liga,SP1,1516,valencia,getafe,1.749,2.745,10,0.3613,2.77,2.91,,,,,2:2,unentschieden,0
2015-12-20,Bundesliga,D1,1516,m gladbach,darmstadt,1.5772,2.83,28,0.3597,2.78,2.93,,,,,3:2,sieg,1
2015-12-20,Eredivisie,N1,1516,willem ii,roda,1.7136,2.98,6,0.3918,2.55,2.69,,,,,3:2,sieg,1
2015-12-20,Süper Lig,T1,1516,buyuksehyr,eskisehirspor,1.6748,2.703,2,0.4254,2.35,2.48,,,,,2:1,sieg,1
2016-01-04,Griechenland Super League,G1,1516,panathinaikos,panetolikos,1.3708,2.263,2,0.6044,1.65,1.74,,,,,4:2,sieg,1
2016-01-06,Serie A,I1,1516,sassuolo,frosinone,1.6011,2.576,16,0.3987,2.51,2.64,,,,,2:2,unentschieden,0
2016-01-09,Ligue 1,F1,1516,monaco,ajaccio gfco,1.702,2.526,8,0.388,2.58,2.71,,,,,2:2,unentschieden,0
2016-01-15,Primeira Liga,P1,1516,sp lisbon,tondela,1.155,2.716,31,0.7233,1.38,1.46,,,,,2:2,unentschieden,0
2016-01-16,Serie A,I1,1516,napoli,sassuolo,1.3533,2.576,3,0.6141,1.63,1.71,,,,,3:1,sieg,1
2016-01-17,Belgien Pro League,B1,1516,oostende,waasland beveren,1.5415,2.892,8,0.4647,2.15,2.27,,,,,3:3,unentschieden,0
2016-01-17,La Liga,SP1,1516,valencia,vallecano,1.6995,2.745,15,0.3597,2.78,2.93,,,,,2:2,unentschieden,0
2016-01-24,Belgien Pro League,B1,1516,anderlecht,charleroi,1.5349,2.892,2,0.4952,2.02,2.13,,,,,2:1,sieg,1
2016-01-24,Premier League,E0,1516,Everton,swansea,1.7698,2.7,17,0.3256,3.07,3.23,,,,,1:2,niederlage,0
2016-01-24,Serie A,I1,1516,lazio,chievo,1.7543,2.576,5,0.3801,2.63,2.77,,,,,4:1,sieg,1
2016-01-24,Eredivisie,N1,1516,den haag,cambuur,1.7735,2.98,14,0.3362,2.97,3.13,,,,,2:1,sieg,1
2016-01-24,Eredivisie,N1,1516,psv eindhoven,twente,1.2805,2.98,8,0.658,1.52,1.6,,,,,4:2,sieg,1
2016-01-24,La Liga,SP1,1516,ath bilbao,eibar,1.749,2.745,4,0.3864,2.59,2.73,,,,,5:2,sieg,1
2016-01-29,Primeira Liga,P1,1516,guimaraes,uniao madeira,1.7137,2.716,12,0.3665,2.73,2.87,,,,,3:1,sieg,1
2016-01-30,Primeira Liga,P1,1516,sp lisbon,academica,1.2451,2.716,8,0.6937,1.44,1.52,,,,,3:2,sieg,1
2016-01-30,La Liga,SP1,1516,barcelona,ath madrid,1.5714,2.745,10,0.4397,2.27,2.39,,,,,2:1,sieg,1
2016-01-31,Belgien Pro League,B1,1516,club brugge,lokeren,1.4138,2.892,11,0.5325,1.88,1.98,,,,,2:1,sieg,1
2016-01-31,Belgien Pro League,B1,1516,gent,waasland beveren,1.2805,2.892,16,0.6251,1.6,1.68,,,,,2:1,sieg,1
2016-01-31,Serie A,I1,1516,napoli,empoli,1.3125,2.576,28,0.5414,1.85,1.94,,,,,5:1,sieg,1
2016-02-06,Premier League,E0,1516,Manchester City,Leicester,1.6557,2.7,3,0.4296,2.33,2.45,,,,,1:3,niederlage,0
2016-02-06,Süper Lig,T1,1516,kayserispor,mersin idman yurdu,1.6655,2.703,20,0.353,2.83,2.98,,,,,0:1,niederlage,0
2016-02-07,Serie A,I1,1516,milan,udinese,1.6293,2.576,17,0.3812,2.62,2.76,,,,,1:1,unentschieden,0
2016-02-07,Primeira Liga,P1,1516,porto,arouca,1.2416,2.716,1,0.7232,1.38,1.46,,,,,1:2,niederlage,0
2016-02-13,Premier League,E0,1516,Everton,west brom,1.5683,2.7,14,0.4238,2.36,2.48,,,,,0:1,niederlage,0
2016-02-13,Serie A,I1,1516,empoli,frosinone,1.6193,2.576,17,0.3858,2.59,2.73,,,,,1:2,niederlage,0
2016-02-20,Bundesliga,D1,1516,bayern munich,darmstadt,1.1315,2.83,26,0.7772,1.29,1.35,,,,,3:1,sieg,1
2016-02-21,Primeira Liga,P1,1516,porto,moreirense,1.2769,2.716,10,0.6535,1.53,1.61,,,,,3:2,sieg,1
2016-02-21,Süper Lig,T1,1516,osmanlispor,mersin idman yurdu,1.6748,2.703,8,0.3994,2.5,2.64,,,,,3:1,sieg,1
2016-02-28,Bundesliga,D1,1516,dortmund,hoffenheim,1.238,2.83,25,0.6339,1.58,1.66,,,,,3:1,sieg,1
2016-02-28,Premier League,E0,1516,Tottenham,swansea,1.4889,2.7,19,0.4465,2.24,2.36,,,,,2:1,sieg,1
2016-02-28,La Liga,SP1,1516,barcelona,sevilla,1.2185,2.745,20,0.6774,1.48,1.55,,,,,2:1,sieg,1
2016-03-01,Premier League,E0,1516,Leicester,west brom,1.7698,2.7,11,0.3496,2.86,3.01,,,,,2:2,unentschieden,0
2016-03-02,Bundesliga,D1,1516,bayern munich,mainz,1.1794,2.83,26,0.7054,1.42,1.49,,,,,1:2,niederlage,0
2016-03-02,Bundesliga,D1,1516,leverkusen,werder bremen,1.5089,2.83,5,0.4968,2.01,2.12,,,,,1:4,niederlage,0
2016-03-05,Serie A,I1,1516,napoli,chievo,1.2248,2.576,2,0.7368,1.36,1.43,,,,,3:1,sieg,1
2016-03-05,La Liga,SP1,1516,villarreal,las palmas,1.702,2.745,30,0.2996,3.34,3.51,,,,,0:1,niederlage,0
2016-03-13,Griechenland Super League,G1,1516,olympiakos,panathinaikos,1.638,2.263,3,0.4377,2.28,2.41,,,,,3:1,sieg,1
2016-03-18,Eredivisie,N1,1516,utrecht,excelsior,1.3845,2.98,5,0.5809,1.72,1.81,,,,,2:1,sieg,1
2016-03-19,Premier League,E0,1516,Chelsea,West Ham,1.7939,2.7,17,0.3175,3.15,3.32,,,,,2:2,unentschieden,0
2016-03-19,Ligue 1,F1,1516,caen,troyes,1.5772,2.526,22,0.3848,2.6,2.74,,,,,2:1,sieg,1
2016-03-19,Eredivisie,N1,1516,feyenoord,graafschap,1.3314,2.98,26,0.5326,1.88,1.98,,,,,3:1,sieg,1
2016-03-20,Serie A,I1,1516,napoli,genoa,1.3518,2.576,10,0.5853,1.71,1.8,,,,,3:1,sieg,1
2016-04-02,Scottish Premiership,SC0,1516,celtic,hearts,1.3333,2.851,5,0.6223,1.61,1.69,,,,,3:1,sieg,1
2016-04-03,La Liga,SP1,1516,sevilla,sociedad,1.6995,2.745,2,0.4148,2.41,2.54,,,,,1:2,niederlage,0
2016-04-09,Premier League,E0,1516,Manchester City,west brom,1.4138,2.7,6,0.5547,1.8,1.9,,,,,2:1,sieg,1
2016-04-09,Eredivisie,N1,1516,vitesse,den haag,1.7793,2.98,7,0.3626,2.76,2.9,,,,,2:2,unentschieden,0
2016-04-11,Serie A,I1,1516,roma,bologna,1.413,2.576,25,0.4706,2.13,2.24,,,,,1:1,unentschieden,0
2016-04-15,Ligue 1,F1,1516,lyon,nice,1.6274,2.526,17,0.3821,2.62,2.76,,,,,1:1,unentschieden,0
2016-04-16,Eredivisie,N1,1516,feyenoord,groningen,1.4138,2.98,24,0.4745,2.11,2.22,,,,,1:1,unentschieden,0
2016-04-16,La Liga,SP1,1516,celta,betis,1.6719,2.745,24,0.3343,2.99,3.15,,,,,1:1,unentschieden,0
2016-04-17,La Liga,SP1,1516,barcelona,valencia,1.1937,2.745,26,0.6858,1.46,1.54,,,,,1:2,niederlage,0
2016-04-18,Primeira Liga,P1,1516,benfica,setubal,1.2191,2.716,1,0.7462,1.34,1.41,,,,,2:1,sieg,1
2016-04-23,Serie A,I1,1516,inter,udinese,1.5123,2.576,9,0.4769,2.1,2.21,,,,,3:1,sieg,1
2016-04-30,Premier League,E0,1516,watford,Aston Villa,1.743,2.7,28,0.2927,3.42,3.6,,,,,3:2,sieg,1
2016-04-30,La Liga,SP1,1516,granada,las palmas,1.6877,2.745,3,0.4155,2.41,2.53,,,,,3:2,sieg,1
2016-05-01,Serie A,I1,1516,milan,frosinone,1.2847,2.576,2,0.6778,1.48,1.55,,,,,3:3,unentschieden,0
2016-05-01,Eredivisie,N1,1516,az alkmaar,graafschap,1.4225,2.98,7,0.544,1.84,1.94,,,,,4:1,sieg,1
2016-05-06,Scottish Premiership,SC0,1516,inverness c,dundee united,1.7793,2.851,6,0.3667,2.73,2.87,,,,,2:3,niederlage,0
2016-05-07,Premier League,E0,1516,West Ham,swansea,1.4832,2.7,25,0.4237,2.36,2.49,,,,,1:4,niederlage,0
2016-05-07,Süper Lig,T1,1516,osmanlispor,bursaspor,1.7735,2.703,26,0.2901,3.45,3.63,,,,,3:3,unentschieden,0
2016-05-14,Bundesliga,D1,1516,leverkusen,ingolstadt,1.5772,2.83,16,0.4105,2.44,2.57,,,,,3:2,sieg,1
2016-05-15,Scottish Premiership,SC0,1516,aberdeen,ross county,1.729,2.851,23,0.3166,3.16,3.33,,,,,0:4,niederlage,0
2016-08-06,Eredivisie,N1,1617,twente,excelsior,1.7793,2.889,13,0.3382,2.96,3.11,,,,,1:2,niederlage,0
2016-08-06,Scottish Premiership,SC0,1617,rangers,hamilton,1.4533,2.754,30,0.4207,2.38,2.5,,,,,1:1,unentschieden,0
2016-08-12,Ligue 1,F1,1617,monaco,guingamp,1.7349,2.616,29,0.2918,3.43,3.61,,,,,2:2,unentschieden,0
2016-08-20,Scottish Premiership,SC0,1617,rangers,motherwell,1.3808,2.754,19,0.5219,1.92,2.02,,,,,2:1,sieg,1
2016-08-20,La Liga,SP1,1617,sevilla,espanol,1.7515,2.942,8,0.3686,2.71,2.86,,,,,6:4,sieg,1
2016-08-27,Eredivisie,N1,1617,feyenoord,excelsior,1.2602,2.889,26,0.6043,1.65,1.74,,,,,4:1,sieg,1
2016-08-28,Süper Lig,T1,1617,fenerbahce,kayserispor,1.488,2.706,27,0.412,2.43,2.56,,,,,3:3,unentschieden,0
2016-09-10,Premier League,E0,1617,Arsenal,Southampton,1.6153,2.8,18,0.3834,2.61,2.75,,,,,2:1,sieg,1
2016-09-10,La Liga,SP1,1617,sevilla,las palmas,1.5964,2.942,16,0.401,2.49,2.63,,,,,2:1,sieg,1
