datum,liga,liga_code,saison,team,gegner,vorquote_fair,torniveau_liga_saison,minute_gegentor,modell_p_sieg,modell_faire_quote,lohnt_ab_quote,live_quote_notiert,einsatz,notiert_am,bemerkung,endstand,ergebnis,treffer
2016-09-11,Süper Lig,T1,1617,fenerbahce,bursaspor,1.5383,2.706,33,0.3586,2.79,2.94,,,,,0:1,niederlage,0
2016-09-16,Eredivisie,N1,1617,utrecht,groningen,1.678,2.889,13,0.3768,2.65,2.79,,,,,1:5,niederlage,0
2016-09-17,Bundesliga,D1,1617,bayern munich,ingolstadt,1.1206,2.866,8,0.8423,1.19,1.25,,,,,3:1,sieg,1
2016-09-17,Premier League,E0,1617,Everton,middlesbrough,1.7178,2.8,21,0.3285,3.04,3.21,,,,,3:1,sieg,1
2016-09-21,Ligue 1,F1,1617,lyon,montpellier,1.6542,2.616,4,0.4259,2.35,2.47,,,,,5:1,sieg,1
2016-09-23,Primeira Liga,P1,1617,porto,boavista,1.2602,2.379,5,0.6898,1.45,1.53,,,,,3:1,sieg,1
2016-09-24,Griechenland Super League,G1,1617,panionios,veria,1.6,2.317,18,0.3907,2.56,2.7,,,,,1:2,niederlage,0
2016-09-24,Eredivisie,N1,1617,ajax,zwolle,1.2986,2.889,4,0.6571,1.52,1.6,,,,,5:1,sieg,1
2016-09-24,Primeira Liga,P1,1617,sp braga,setubal,1.5879,2.379,30,0.3465,2.89,3.04,,,,,2:1,sieg,1
2016-09-24,Scottish Premiership,SC0,1617,celtic,kilmarnock,1.212,2.754,32,0.6374,1.57,1.65,,,,,6:1,sieg,1
2016-09-25,Serie A,I1,1617,inter,bologna,1.5158,2.955,14,0.4526,2.21,2.33,,,,,1:1,unentschieden,0
2016-10-01,Eredivisie,N1,1617,vitesse,groningen,1.7152,2.889,4,0.3997,2.5,2.63,,,,,2:1,sieg,1
2016-10-02,Eredivisie,N1,1617,ajax,utrecht,1.4225,2.889,27,0.4548,2.2,2.32,,,,,3:2,sieg,1
2016-10-02,La Liga,SP1,1617,real madrid,eibar,1.1397,2.942,6,0.8225,1.22,1.28,,,,,1:1,unentschieden,0
2016-10-02,Süper Lig,T1,1617,galatasaray,antalyaspor,1.4978,2.706,17,0.45,2.22,2.34,,,,,3:1,sieg,1
2016-10-15,Serie A,I1,1617,juventus,udinese,1.2637,2.955,30,0.5831,1.71,1.81,,,,,2:1,sieg,1
2016-10-15,La Liga,SP1,1617,ath madrid,granada,1.1795,2.942,18,0.7341,1.36,1.43,,,,,7:1,sieg,1
2016-10-16,Griechenland Super League,G1,1617,panathinaikos,xanthi,1.3733,2.317,34,0.461,2.17,2.28,,,,,1:2,niederlage,0
2016-10-16,Serie A,I1,1617,lazio,bologna,1.575,2.955,10,0.4378,2.28,2.41,,,,,1:1,unentschieden,0
2016-10-16,Serie A,I1,1617,sassuolo,crotone,1.4758,2.955,2,0.5305,1.88,1.98,,,,,2:1,sieg,1
2016-10-21,Ligue 1,F1,1617,monaco,montpellier,1.749,2.616,9,0.3654,2.74,2.88,,,,,6:2,sieg,1
2016-10-22,Bundesliga,D1,1617,leverkusen,hoffenheim,1.5964,2.866,15,0.4053,2.47,2.6,,,,,0:3,niederlage,0
2016-10-22,Scottish Premiership,SC0,1617,inverness c,kilmarnock,1.6375,2.754,7,0.4204,2.38,2.5,,,,,1:1,unentschieden,0
2016-10-22,Süper Lig,T1,1617,galatasaray,trabzonspor,1.678,2.706,17,0.3602,2.78,2.92,,,,,0:1,niederlage,0
2016-10-23,Premier League,E0,1617,Manchester City,Southampton,1.5333,2.8,27,0.3863,2.59,2.73,,,,,1:1,unentschieden,0
2016-10-23,Griechenland Super League,G1,1617,olympiakos,paok,1.5947,2.317,6,0.4454,2.25,2.36,,,,,2:1,sieg,1
2016-10-23,La Liga,SP1,1617,villarreal,las palmas,1.7576,2.942,31,0.277,3.61,3.8,,,,,2:1,sieg,1
2016-10-26,Serie A,I1,1617,fiorentina,crotone,1.2847,2.955,24,0.5867,1.7,1.79,,,,,1:1,unentschieden,0
2016-10-26,Scottish Premiership,SC0,1617,rangers,st johnstone,1.6571,2.754,5,0.4202,2.38,2.51,,,,,1:1,unentschieden,0
2016-10-30,Eredivisie,N1,1617,feyenoord,heerenveen,1.5415,2.889,5,0.478,2.09,2.2,,,,,2:2,unentschieden,0
2016-10-30,La Liga,SP1,1617,ath bilbao,osasuna,1.432,2.942,23,0.4659,2.15,2.26,,,,,1:1,unentschieden,0
2016-11-05,Bundesliga,D1,1617,bayern munich,hoffenheim,1.2242,2.866,16,0.6862,1.46,1.53,,,,,1:1,unentschieden,0
2016-11-19,Premier League,E0,1617,Tottenham,West Ham,1.5333,2.8,24,0.3991,2.51,2.64,,,,,3:2,sieg,1
2016-11-19,Eredivisie,N1,1617,heracles,go ahead eagles,1.7048,2.889,17,0.3495,2.86,3.01,,,,,2:1,sieg,1
2016-11-20,Bundesliga,D1,1617,hoffenheim,hamburg,1.6995,2.866,28,0.3081,3.25,3.42,,,,,2:2,unentschieden,0
2016-11-21,Süper Lig,T1,1617,buyuksehyr,rizespor,1.542,2.706,12,0.4467,2.24,2.36,,,,,2:1,sieg,1
2016-11-26,Premier League,E0,1617,Chelsea,Tottenham,1.7939,2.8,11,0.3411,2.93,3.09,,,,,2:1,sieg,1
2016-11-26,Eredivisie,N1,1617,vitesse,excelsior,1.4978,2.889,7,0.4945,2.02,2.13,,,,,2:2,unentschieden,0
2016-11-27,Bundesliga,D1,1617,schalke 04,darmstadt,1.399,2.866,6,0.5656,1.77,1.86,,,,,3:1,sieg,1
2016-11-27,Premier League,E0,1617,Manchester United,West Ham,1.4865,2.8,2,0.5238,1.91,2.01,,,,,1:1,unentschieden,0
2016-11-27,La Liga,SP1,1617,villarreal,alaves,1.575,2.942,8,0.4467,2.24,2.36,,,,,0:2,niederlage,0
2016-12-03,Bundesliga,D1,1617,dortmund,m gladbach,1.5641,2.866,6,0.4613,2.17,2.28,,,,,4:1,sieg,1
2016-12-03,Bundesliga,D1,1617,leverkusen,freiburg,1.5714,2.866,30,0.3543,2.82,2.97,,,,,1:1,unentschieden,0
2016-12-03,Süper Lig,T1,1617,buyuksehyr,antalyaspor,1.5971,2.706,13,0.4136,2.42,2.55,,,,,2:2,unentschieden,0
2016-12-04,Serie A,I1,1617,milan,crotone,1.399,2.955,26,0.4765,2.1,2.21,,,,,2:1,sieg,1
2016-12-10,Premier League,E0,1617,Arsenal,stoke,1.3876,2.8,29,0.4719,2.12,2.23,,,,,3:1,sieg,1
2016-12-11,Ligue 1,F1,1617,paris sg,nice,1.432,2.616,32,0.4262,2.35,2.47,,,,,2:2,unentschieden,0
2016-12-18,Bundesliga,D1,1617,leverkusen,ingolstadt,1.6355,2.866,26,0.3414,2.93,3.08,,,,,1:2,niederlage,0
2016-12-18,Premier League,E0,1617,Tottenham,Burnley,1.2556,2.8,21,0.6305,1.59,1.67,,,,,2:1,sieg,1
2016-12-19,Primeira Liga,P1,1617,porto,chaves,1.2396,2.379,12,0.6843,1.46,1.54,,,,,2:1,sieg,1
2016-12-20,Bundesliga,D1,1617,dortmund,augsburg,1.3664,2.866,33,0.471,2.12,2.24,,,,,1:1,unentschieden,0
2016-12-27,Premier League,E0,1617,Liverpool,stoke,1.3664,2.8,12,0.5645,1.77,1.87,,,,,4:1,sieg,1
2017-01-02,Premier League,E0,1617,west brom,hull,1.7912,2.8,21,0.303,3.3,3.47,,,,,3:1,sieg,1
2017-01-04,Griechenland Super League,G1,1617,olympiakos,asteras tripolis,1.2451,2.317,27,0.6172,1.62,1.71,,,,,2:1,sieg,1
2017-01-07,Serie A,I1,1617,napoli,sampdoria,1.3635,2.955,30,0.4868,2.05,2.16,,,,,2:1,sieg,1
2017-01-08,Griechenland Super League,G1,1617,paok,giannina,1.3342,2.317,16,0.5743,1.74,1.83,,,,,0:1,niederlage,0
2017-01-14,Serie A,I1,1617,inter,chievo,1.5126,2.955,34,0.3681,2.72,2.86,,,,,3:1,sieg,1
2017-01-14,Primeira Liga,P1,1617,benfica,boavista,1.2191,2.379,14,0.6997,1.43,1.5,,,,,3:3,unentschieden,0
2017-01-15,Süper Lig,T1,1617,fenerbahce,adanaspor,1.2451,2.706,23,0.634,1.58,1.66,,,,,2:2,unentschieden,0
2017-01-18,Griechenland Super League,G1,1617,atromitos,kerkyra,1.6447,2.317,4,0.4302,2.32,2.45,,,,,1:4,niederlage,0
2017-01-18,Griechenland Super League,G1,1617,xanthi,iraklis,1.5367,2.317,10,0.4585,2.18,2.3,,,,,3:1,sieg,1
2017-01-22,Eredivisie,N1,1617,psv eindhoven,heerenveen,1.4225,2.889,5,0.5529,1.81,1.9,,,,,4:3,sieg,1
2017-01-29,Serie A,I1,1617,napoli,palermo,1.1794,2.955,6,0.774,1.29,1.36,,,,,1:1,unentschieden,0
2017-01-29,La Liga,SP1,1617,ath bilbao,sp gijon,1.4295,2.942,27,0.4499,2.22,2.34,,,,,2:1,sieg,1
2017-01-31,Premier League,E0,1617,Arsenal,watford,1.2556,2.8,10,0.6751,1.48,1.56,,,,,1:2,niederlage,0
2017-02-04,Premier League,E0,1617,Crystal Palace,Sunderland,1.745,2.8,9,0.3669,2.73,2.87,,,,,0:4,niederlage,0
2017-02-04,Scottish Premiership,SC0,1617,rangers,ross county,1.4978,2.754,18,0.4456,2.24,2.36,,,,,1:1,unentschieden,0
2017-02-05,Griechenland Super League,G1,1617,paok,asteras tripolis,1.4165,2.317,18,0.4993,2.0,2.11,,,,,3:2,sieg,1
2017-02-05,La Liga,SP1,1617,sociedad,osasuna,1.3658,2.942,25,0.5073,1.97,2.08,,,,,3:2,sieg,1
2017-02-11,Bundesliga,D1,1617,rb leipzig,hamburg,1.5714,2.866,18,0.4048,2.47,2.6,,,,,0:3,niederlage,0
2017-02-12,Belgien Pro League,B1,1617,anderlecht,waregem,1.5964,2.742,2,0.4623,2.16,2.28,,,,,4:2,sieg,1
2017-02-12,La Liga,SP1,1617,ath madrid,celta,1.4758,2.942,5,0.5172,1.93,2.04,,,,,3:2,sieg,1
2017-02-12,Süper Lig,T1,1617,galatasaray,kayserispor,1.5964,2.706,29,0.3466,2.89,3.04,,,,,1:2,niederlage,0
2017-02-18,Scottish Premiership,SC0,1617,hearts,inverness c,1.6375,2.754,24,0.3486,2.87,3.02,,,,,1:1,unentschieden,0
2017-02-19,Serie A,I1,1617,sampdoria,cagliari,1.749,2.955,6,0.3779,2.65,2.79,,,,,1:1,unentschieden,0
2017-02-25,Serie A,I1,1617,napoli,atalanta,1.6542,2.955,28,0.3256,3.07,3.23,,,,,0:2,niederlage,0
2017-02-25,Scottish Premiership,SC0,1617,st johnstone,kilmarnock,1.729,2.754,11,0.3647,2.74,2.89,,,,,0:2,niederlage,0
2017-02-26,Griechenland Super League,G1,1617,olympiakos,panionios,1.3703,2.317,1,0.6091,1.64,1.73,,,,,0:1,niederlage,0
2017-03-03,Eredivisie,N1,1617,heerenveen,go ahead eagles,1.4978,2.889,32,0.3849,2.6,2.74,,,,,2:2,unentschieden,0
2017-03-05,Serie A,I1,1617,torino,palermo,1.5714,2.955,30,0.3543,2.82,2.97,,,,,3:1,sieg,1
2017-03-05,Eredivisie,N1,1617,utrecht,den haag,1.4889,2.889,16,0.4598,2.17,2.29,,,,,1:1,unentschieden,0
2017-03-11,Bundesliga,D1,1617,rb leipzig,wolfsburg,1.6963,2.866,9,0.3861,2.59,2.73,,,,,0:1,niederlage,0
2017-03-11,La Liga,SP1,1617,sevilla,leganes,1.4563,2.942,3,0.5387,1.86,1.95,,,,,1:1,unentschieden,0
2017-03-11,Süper Lig,T1,1617,galatasaray,genclerbirligi,1.7584,2.706,1,0.3956,2.53,2.66,,,,,3:2,sieg,1
2017-03-12,Premier League,E0,1617,Liverpool,Burnley,1.2816,2.8,7,0.661,1.51,1.59,,,,,2:1,sieg,1
2017-03-12,Ligue 1,F1,1617,st etienne,metz,1.6963,2.616,1,0.4205,2.38,2.5,,,,,2:2,unentschieden,0
2017-03-12,Primeira Liga,P1,1617,guimaraes,estoril,1.6803,2.379,3,0.4187,2.39,2.52,,,,,3:3,unentschieden,0
2017-03-12,La Liga,SP1,1617,real madrid,betis,1.1794,2.942,24,0.7128,1.4,1.48,,,,,2:1,sieg,1
2017-03-17,Süper Lig,T1,1617,fenerbahce,konyaspor,1.5349,2.706,17,0.4286,2.33,2.46,,,,,2:3,niederlage,0
2017-03-19,Ligue 1,F1,1617,paris sg,lyon,1.5165,2.616,6,0.4879,2.05,2.16,,,,,2:1,sieg,1
2017-03-19,Serie A,I1,1617,roma,sassuolo,1.2847,2.955,9,0.6499,1.54,1.62,,,,,3:1,sieg,1
2017-03-19,Serie A,I1,1617,udinese,palermo,1.6963,2.955,12,0.3735,2.68,2.82,,,,,4:1,sieg,1
2017-03-19,La Liga,SP1,1617,barcelona,valencia,1.1784,2.942,29,0.6956,1.44,1.51,,,,,4:2,sieg,1
2017-04-01,Scottish Premiership,SC0,1617,rangers,motherwell,1.3314,2.754,3,0.6323,1.58,1.67,,,,,1:1,unentschieden,0
2017-04-04,Premier League,E0,1617,Manchester United,Everton,1.6153,2.8,22,0.3667,2.73,2.87,,,,,1:1,unentschieden,0
2017-04-05,Premier League,E0,1617,Liverpool,Bournemouth,1.4022,2.8,7,0.5588,1.79,1.88,,,,,2:2,unentschieden,0
2017-04-09,Griechenland Super League,G1,1617,panionios,platanias,1.7001,2.317,10,0.3803,2.63,2.77,,,,,1:1,unentschieden,0
2017-04-15,Ligue 1,F1,1617,nice,nancy,1.7583,2.616,26,0.2951,3.39,3.57,,,,,3:1,sieg,1
2017-04-15,Serie A,I1,1617,roma,atalanta,1.5964,2.955,22,0.3755,2.66,2.8,,,,,1:1,unentschieden,0
2017-04-16,Eredivisie,N1,1617,ajax,heerenveen,1.2769,2.889,8,0.6615,1.51,1.59,,,,,5:1,sieg,1
2017-04-22,Bundesliga,D1,1617,bayern munich,mainz,1.238,2.866,3,0.7196,1.39,1.46,,,,,2:2,unentschieden,0
2017-04-23,Griechenland Super League,G1,1617,iraklis,panetolikos,1.5281,2.317,31,0.3722,2.69,2.83,,,,,2:1,sieg,1
2017-04-29,Serie A,I1,1617,torino,sampdoria,1.6943,2.955,12,0.3743,2.67,2.81,,,,,1:1,unentschieden,0
2017-04-30,Griechenland Super League,G1,1617,asteras tripolis,iraklis,1.6509,2.317,26,0.3349,2.99,3.14,,,,,2:2,unentschieden,0
2017-05-06,Süper Lig,T1,1617,galatasaray,kasimpasa,1.5383,2.706,25,0.3921,2.55,2.69,,,,,1:3,niederlage,0
2017-05-06,Süper Lig,T1,1617,genclerbirligi,adanaspor,1.5964,2.706,20,0.3839,2.6,2.74,,,,,0:1,niederlage,0
2017-05-06,Süper Lig,T1,1617,trabzonspor,kayserispor,1.7265,2.706,6,0.3867,2.59,2.72,,,,,2:3,niederlage,0
2017-05-07,Ligue 1,F1,1617,lyon,nantes,1.7515,2.616,19,0.3241,3.09,3.25,,,,,3:2,sieg,1
2017-05-13,Süper Lig,T1,1617,buyuksehyr,genclerbirligi,1.382,2.706,26,0.4897,2.04,2.15,,,,,2:1,sieg,1
2017-05-14,Eredivisie,N1,1617,az alkmaar,utrecht,1.4947,2.889,32,0.3866,2.59,2.72,,,,,2:3,niederlage,0
2017-05-14,Eredivisie,N1,1617,heerenveen,nijmegen,1.5964,2.889,23,0.3713,2.69,2.84,,,,,0:2,niederlage,0
2017-05-14,Eredivisie,N1,1617,psv eindhoven,zwolle,1.2593,2.889,29,0.5924,1.69,1.78,,,,,4:1,sieg,1
2017-05-14,Primeira Liga,P1,1617,porto,pacos ferreira,1.2185,2.379,31,0.633,1.58,1.66,,,,,4:1,sieg,1
2017-05-20,Bundesliga,D1,1617,dortmund,werder bremen,1.26,2.866,7,0.6822,1.47,1.54,,,,,4:3,sieg,1
2017-05-21,Premier League,E0,1617,Chelsea,Sunderland,1.1762,2.8,3,0.7869,1.27,1.34,,,,,5:1,sieg,1
2017-05-21,La Liga,SP1,1617,barcelona,eibar,1.1009,2.942,7,0.871,1.15,1.21,,,,,4:2,sieg,1
2017-05-28,Serie A,I1,1617,fiorentina,pescara,1.2025,2.955,14,0.7194,1.39,1.46,,,,,2:2,unentschieden,0
2017-05-28,Serie A,I1,1617,roma,genoa,1.1018,2.955,3,0.8776,1.14,1.2,,,,,3:2,sieg,1
2017-08-04,Ligue 1,F1,1718,monaco,toulouse,1.3664,2.718,6,0.5907,1.69,1.78,,,,,3:2,sieg,1
2017-08-12,Premier League,E0,1718,Chelsea,Burnley,1.2756,2.679,24,0.5962,1.68,1.77,,,,,2:3,niederlage,0
2017-08-12,Eredivisie,N1,1718,psv eindhoven,az alkmaar,1.4947,3.137,18,0.4474,2.23,2.35,,,,,3:2,sieg,1
2017-08-13,Primeira Liga,P1,1718,sp braga,portimonense,1.6375,2.699,25,0.3445,2.9,3.06,,,,,2:1,sieg,1
2017-08-13,Süper Lig,T1,1718,trabzonspor,konyaspor,1.7584,2.961,3,0.3871,2.58,2.72,,,,,2:1,sieg,1
2017-08-20,Ligue 1,F1,1718,lille,caen,1.6877,2.718,5,0.4068,2.46,2.59,,,,,0:2,niederlage,0
2017-08-20,Ligue 1,F1,1718,paris sg,toulouse,1.1299,2.718,18,0.8033,1.24,1.31,,,,,6:2,sieg,1
2017-08-20,Serie A,I1,1718,sampdoria,benevento,1.749,2.676,15,0.3409,2.93,3.09,,,,,2:1,sieg,1
2017-08-27,Bundesliga,D1,1718,rb leipzig,freiburg,1.432,2.794,23,0.4659,2.15,2.26,,,,,4:1,sieg,1
2017-08-27,Serie A,I1,1718,napoli,atalanta,1.4697,2.676,15,0.4764,2.1,2.21,,,,,3:1,sieg,1
2017-09-09,Griechenland Super League,G1,1718,asteras tripolis,lamia,1.652,2.208,6,0.4181,2.39,2.52,,,,,1:3,niederlage,0
2017-09-09,La Liga,SP1,1718,real madrid,levante,1.1009,2.695,12,0.8606,1.16,1.22,,,,,1:1,unentschieden,0
2017-09-10,Ligue 1,F1,1718,marseille,rennes,1.7515,2.718,2,0.3939,2.54,2.67,,,,,1:3,niederlage,0
2017-09-10,Serie A,I1,1718,atalanta,sassuolo,1.626,2.676,27,0.3414,2.93,3.08,,,,,2:1,sieg,1
2017-09-10,Süper Lig,T1,1718,trabzonspor,genclerbirligi,1.6748,2.961,6,0.408,2.45,2.58,,,,,3:1,sieg,1
2017-09-16,Premier League,E0,1718,Liverpool,Burnley,1.3142,2.679,27,0.5442,1.84,1.93,,,,,1:1,unentschieden,0
2017-09-17,Serie A,I1,1718,torino,sampdoria,1.7515,2.676,1,0.3982,2.51,2.64,,,,,2:2,unentschieden,0
2017-09-23,Eredivisie,N1,1718,feyenoord,nac breda,1.246,3.137,33,0.5905,1.69,1.78,,,,,0:2,niederlage,0
2017-09-23,Eredivisie,N1,1718,heracles,roda,1.729,3.137,5,0.3899,2.56,2.7,,,,,2:1,sieg,1
2017-09-24,Eredivisie,N1,1718,ajax,vitesse,1.3314,3.137,21,0.5548,1.8,1.9,,,,,1:2,niederlage,0
2017-09-24,Eredivisie,N1,1718,az alkmaar,excelsior,1.39,3.137,2,0.5897,1.7,1.79,,,,,0:2,niederlage,0
2017-10-01,Premier League,E0,1718,Everton,Burnley,1.7543,2.679,21,0.3154,3.17,3.34,,,,,0:1,niederlage,0
2017-10-01,Serie A,I1,1718,lazio,sassuolo,1.4861,2.676,27,0.4132,2.42,2.55,,,,,6:1,sieg,1
2017-10-14,Ligue 1,F1,1718,lille,troyes,1.6464,2.718,3,0.4338,2.31,2.43,,,,,2:2,unentschieden,0
2017-10-14,Ligue 1,F1,1718,st etienne,metz,1.6011,2.718,20,0.3817,2.62,2.76,,,,,3:1,sieg,1
2017-10-14,Süper Lig,T1,1718,buyuksehyr,alanyaspor,1.5964,2.961,9,0.4314,2.32,2.44,,,,,2:1,sieg,1
2017-10-22,Ligue 1,F1,1718,nice,strasbourg,1.6542,2.718,23,0.3456,2.89,3.05,,,,,1:2,niederlage,0
2017-10-28,Bundesliga,D1,1718,leverkusen,koln,1.4011,2.794,23,0.4883,2.05,2.16,,,,,2:1,sieg,1
2017-10-28,Premier League,E0,1718,Arsenal,swansea,1.2827,2.679,22,0.5974,1.67,1.76,,,,,2:1,sieg,1
2017-10-28,Ligue 1,F1,1718,guingamp,amiens,1.751,2.718,22,0.3127,3.2,3.37,,,,,1:1,unentschieden,0
2017-10-28,Scottish Premiership,SC0,1718,aberdeen,ross county,1.5971,2.605,8,0.4354,2.3,2.42,,,,,2:1,sieg,1
2017-10-29,Serie A,I1,1718,torino,cagliari,1.6743,2.676,30,0.3099,3.23,3.4,,,,,2:1,sieg,1
2017-11-04,Bundesliga,D1,1718,m gladbach,mainz,1.6952,2.794,19,0.3451,2.9,3.05,,,,,1:1,unentschieden,0
2017-11-04,Eredivisie,N1,1718,az alkmaar,willem ii,1.4533,3.137,25,0.4426,2.26,2.38,,,,,3:2,sieg,1
2017-11-05,Serie A,I1,1718,juventus,benevento,1.1127,2.676,19,0.8265,1.21,1.27,,,,,2:1,sieg,1
2017-11-05,Eredivisie,N1,1718,ajax,utrecht,1.3333,3.137,6,0.6181,1.62,1.7,,,,,1:2,niederlage,0
2017-11-18,Premier League,E0,1718,Manchester United,Newcastle,1.3211,2.679,14,0.5947,1.68,1.77,,,,,4:1,sieg,1
2017-11-19,Süper Lig,T1,1718,trabzonspor,osmanlispor,1.6685,2.961,7,0.4065,2.46,2.59,,,,,4:3,sieg,1
2017-11-20,Griechenland Super League,G1,1718,paok,atromitos,1.4773,2.208,22,0.4405,2.27,2.39,,,,,2:1,sieg,1
2017-11-25,Premier League,E0,1718,Tottenham,west brom,1.2865,2.679,4,0.6683,1.5,1.58,,,,,1:1,unentschieden,0
2017-11-25,Serie A,I1,1718,sassuolo,verona,1.747,2.676,22,0.314,3.18,3.35,,,,,0:2,niederlage,0
2017-11-26,Belgien Pro League,B1,1718,club brugge,waregem,1.4533,2.862,29,0.4251,2.35,2.48,,,,,3:2,sieg,1
2017-11-26,Eredivisie,N1,1718,ajax,roda,1.1329,3.137,32,0.7557,1.32,1.39,,,,,5:1,sieg,1
2017-11-26,La Liga,SP1,1718,sociedad,las palmas,1.5089,2.695,21,0.4258,2.35,2.47,,,,,2:2,unentschieden,0
2017-11-29,Ligue 1,F1,1718,lyon,lille,1.399,2.718,21,0.4989,2.0,2.11,,,,,1:2,niederlage,0
2017-12-02,Premier League,E0,1718,Chelsea,Newcastle,1.2756,2.679,12,0.6466,1.55,1.63,,,,,3:1,sieg,1
2017-12-02,Griechenland Super League,G1,1718,olympiakos,apollon,1.2191,2.208,23,0.6649,1.5,1.58,,,,,3:1,sieg,1
2017-12-02,La Liga,SP1,1718,ath madrid,sociedad,1.5856,2.695,29,0.3516,2.84,2.99,,,,,2:1,sieg,1
2017-12-02,La Liga,SP1,1718,barcelona,celta,1.1779,2.695,20,0.7292,1.37,1.44,,,,,2:2,unentschieden,0
2017-12-08,Ligue 1,F1,1718,bordeaux,strasbourg,1.7226,2.718,2,0.4053,2.47,2.6,,,,,0:3,niederlage,0
2017-12-09,Belgien Pro League,B1,1718,gent,kortrijk,1.3808,2.862,7,0.575,1.74,1.83,,,,,2:1,sieg,1
2017-12-09,Bundesliga,D1,1718,dortmund,werder bremen,1.4633,2.794,26,0.4317,2.32,2.44,,,,,1:2,niederlage,0
2017-12-09,Ligue 1,F1,1718,monaco,troyes,1.3664,2.718,25,0.5068,1.97,2.08,,,,,3:2,sieg,1
2017-12-09,Eredivisie,N1,1718,heerenveen,vvv venlo,1.7607,3.137,10,0.357,2.8,2.95,,,,,2:2,unentschieden,0
2017-12-09,Scottish Premiership,SC0,1718,rangers,ross county,1.4533,2.605,10,0.5095,1.96,2.07,,,,,2:1,sieg,1
2017-12-09,Süper Lig,T1,1718,galatasaray,akhisar belediyespor,1.3724,2.961,16,0.542,1.85,1.94,,,,,4:2,sieg,1
2017-12-10,Belgien Pro League,B1,1718,anderlecht,charleroi,1.4845,2.862,16,0.4626,2.16,2.28,,,,,1:3,niederlage,0
2017-12-10,La Liga,SP1,1718,sociedad,malaga,1.6083,2.695,23,0.3657,2.73,2.88,,,,,0:2,niederlage,0
2017-12-13,Eredivisie,N1,1718,vitesse,willem ii,1.6759,3.137,13,0.3777,2.65,2.79,,,,,2:2,unentschieden,0
2017-12-16,Bundesliga,D1,1718,dortmund,hoffenheim,1.5772,2.794,21,0.389,2.57,2.71,,,,,2:1,sieg,1
2017-12-16,Serie A,I1,1718,inter,udinese,1.4011,2.676,14,0.5285,1.89,1.99,,,,,1:3,niederlage,0
2017-12-17,Bundesliga,D1,1718,rb leipzig,hertha,1.6759,2.794,6,0.4076,2.45,2.58,,,,,2:3,niederlage,0
2017-12-17,Süper Lig,T1,1718,buyuksehyr,antalyaspor,1.5964,2.961,7,0.4402,2.27,2.39,,,,,4:1,sieg,1
2017-12-20,Ligue 1,F1,1718,marseille,troyes,1.3664,2.718,14,0.5557,1.8,1.89,,,,,3:1,sieg,1
2017-12-23,Serie A,I1,1718,napoli,sampdoria,1.3125,2.676,2,0.6527,1.53,1.61,,,,,3:2,sieg,1
2017-12-23,Eredivisie,N1,1718,psv eindhoven,vitesse,1.4533,3.137,32,0.412,2.43,2.56,,,,,2:1,sieg,1
2017-12-23,Scottish Premiership,SC0,1718,hibernian,ross county,1.6304,2.605,14,0.3935,2.54,2.68,,,,,2:1,sieg,1
2017-12-24,Süper Lig,T1,1718,galatasaray,goztep,1.4138,2.961,9,0.5414,1.85,1.94,,,,,3:1,sieg,1
2017-12-26,Premier League,E0,1718,Manchester United,Burnley,1.2756,2.679,3,0.6825,1.47,1.54,,,,,2:2,unentschieden,0
2017-12-30,Premier League,E0,1718,Liverpool,Leicester,1.3348,2.679,3,0.6294,1.59,1.67,,,,,2:1,sieg,1
2017-12-30,Serie A,I1,1718,atalanta,cagliari,1.5126,2.676,6,0.4902,2.04,2.15,,,,,1:2,niederlage,0
2018-01-06,La Liga,SP1,1718,sevilla,betis,1.5772,2.695,1,0.4766,2.1,2.21,,,,,3:5,niederlage,0
2018-01-06,La Liga,SP1,1718,valencia,girona,1.6952,2.695,8,0.3908,2.56,2.69,,,,,2:1,sieg,1
2018-01-07,Primeira Liga,P1,1718,porto,guimaraes,1.2185,2.699,22,0.6696,1.49,1.57,,,,,4:2,sieg,1
2018-01-14,Ligue 1,F1,1718,lyon,angers,1.512,2.718,14,0.4549,2.2,2.32,,,,,1:1,unentschieden,0
2018-01-21,Bundesliga,D1,1718,bayern munich,werder bremen,1.1779,2.794,25,0.7112,1.41,1.48,,,,,4:2,sieg,1
2018-01-21,La Liga,SP1,1718,real madrid,la coruna,1.2027,2.695,23,0.6855,1.46,1.54,,,,,7:1,sieg,1
2018-01-22,La Liga,SP1,1718,eibar,malaga,1.751,2.695,16,0.3362,2.97,3.13,,,,,1:1,unentschieden,0
2018-01-24,Belgien Pro League,B1,1718,anderlecht,waasland beveren,1.4912,2.862,11,0.4807,2.08,2.19,,,,,2:2,unentschieden,0
2018-01-26,Eredivisie,N1,1718,heerenveen,sparta rotterdam,1.5964,3.137,3,0.4579,2.18,2.3,,,,,2:1,sieg,1
2018-01-27,Bundesliga,D1,1718,bayern munich,hoffenheim,1.2615,2.794,3,0.6961,1.44,1.51,,,,,5:2,sieg,1
2018-01-27,Scottish Premiership,SC0,1718,aberdeen,kilmarnock,1.7245,2.605,28,0.2991,3.34,3.52,,,,,3:1,sieg,1
2018-01-28,Griechenland Super League,G1,1718,xanthi,levadeiakos,1.7784,2.208,31,0.2705,3.7,3.89,,,,,2:1,sieg,1
2018-01-28,Serie A,I1,1718,fiorentina,verona,1.3491,2.676,11,0.5832,1.71,1.81,,,,,1:4,niederlage,0
